ts,dorm,members,power_w
2026-01-19T05:40:00,Birnkrant - 8C,3,238.0
2026-01-19T05:50:00,Birnkrant - 8C,3,193.6
2026-01-19T06:00:00,Birnkrant - 8C,3,182.8
2026-01-19T06:10:00,Birnkrant - 8C,3,218.3
2026-01-19T06:20:00,Birnkrant - 8C,3,196.2
2026-01-19T06:30:00,Birnkrant - 8C,3,254.2
2026-01-19T06:40:00,Birnkrant - 8C,3,198.1
2026-01-19T06:50:00,Birnkrant - 8C,3,250.4
2026-01-19T07:00:00,Birnkrant - 8C,3,226.0
2026-01-19T07:10:00,Birnkrant - 8C,3,200.0
2026-01-19T07:20:00,Birnkrant - 8C,3,204.0
2026-01-19T07:30:00,Birnkrant - 8C,3,239.3
2026-01-19T07:40:00,Birnkrant - 8C,3,190.2
2026-01-19T07:50:00,Birnkrant - 8C,3,252.4
2026-01-19T08:00:00,Birnkrant - 8C,3,251.9
2026-01-19T08:10:00,Birnkrant - 8C,3,210.0
2026-01-19T08:20:00,Birnkrant - 8C,3,239.5
2026-01-19T08:30:00,Birnkrant - 8C,3,239.1
2026-01-19T08:40:00,Birnkrant - 8C,3,257.0
2026-01-19T08:50:00,Birnkrant - 8C,3,236.2
2026-01-19T09:00:00,Birnkrant - 8C,3,245.3
2026-01-19T09:10:00,Birnkrant - 8C,3,272.5
2026-01-19T09:20:00,Birnkrant - 8C,3,172.0
2026-01-19T09:30:00,Birnkrant - 8C,3,262.5
2026-01-19T09:40:00,Birnkrant - 8C,3,206.4
2026-01-19T09:50:00,Birnkrant - 8C,3,211.5
2026-01-19T10:00:00,Birnkrant - 8C,3,190.0
2026-01-19T10:10:00,Birnkrant - 8C,3,165.4
2026-01-19T10:20:00,Birnkrant - 8C,3,252.5
2026-01-19T10:30:00,Birnkrant - 8C,3,274.9
2026-01-19T10:40:00,Birnkrant - 8C,3,205.2
2026-01-19T10:50:00,Birnkrant - 8C,3,235.1
2026-01-19T11:00:00,Birnkrant - 8C,3,759.8
2026-01-19T11:10:00,Birnkrant - 8C,3,909.2
2026-01-19T11:20:00,Birnkrant - 8C,3,1142.2
2026-01-19T11:30:00,Birnkrant - 8C,3,1156.0
2026-01-19T11:40:00,Birnkrant - 8C,3,1053.4
2026-01-19T11:50:00,Birnkrant - 8C,3,1147.9
2026-01-19T12:00:00,Birnkrant - 8C,3,726.7
2026-01-19T12:10:00,Birnkrant - 8C,3,840.0
2026-01-19T12:20:00,Birnkrant - 8C,3,1112.3
2026-01-19T12:30:00,Birnkrant - 8C,3,825.7
2026-01-19T12:40:00,Birnkrant - 8C,3,960.5
2026-01-19T12:50:00,Birnkrant - 8C,3,1012.2
2026-01-19T13:00:00,Birnkrant - 8C,3,759.5
2026-01-19T13:10:00,Birnkrant - 8C,3,857.0
2026-01-19T13:20:00,Birnkrant - 8C,3,770.6
2026-01-19T13:30:00,Birnkrant - 8C,3,731.0
2026-01-19T13:40:00,Birnkrant - 8C,3,951.6
2026-01-19T13:50:00,Birnkrant - 8C,3,1043.9
2026-01-19T14:00:00,Birnkrant - 8C,3,1069.8
2026-01-19T14:10:00,Birnkrant - 8C,3,260.5
2026-01-19T14:20:00,Birnkrant - 8C,3,232.7
2026-01-19T14:30:00,Birnkrant - 8C,3,289.0
2026-01-19T14:40:00,Birnkrant - 8C,3,202.5
2026-01-19T14:50:00,Birnkrant - 8C,3,215.8
2026-01-19T15:00:00,Birnkrant - 8C,3,189.4
2026-01-19T15:10:00,Birnkrant - 8C,3,207.4
2026-01-19T15:20:00,Birnkrant - 8C,3,263.3
2026-01-19T15:30:00,Birnkrant - 8C,3,212.6
2026-01-19T15:40:00,Birnkrant - 8C,3,228.5
2026-01-19T15:50:00,Birnkrant - 8C,3,220.0
2026-01-19T16:00:00,Birnkrant - 8C,3,271.5
2026-01-19T16:10:00,Birnkrant - 8C,3,223.0
2026-01-19T16:20:00,Birnkrant - 8C,3,238.0
2026-01-19T16:30:00,Birnkrant - 8C,3,218.3
2026-01-19T16:40:00,Birnkrant - 8C,3,224.4
2026-01-19T16:50:00,Birnkrant - 8C,3,225.1
2026-01-19T17:00:00,Birnkrant - 8C,3,220.8
2026-01-19T17:10:00,Birnkrant - 8C,3,255.0
2026-01-19T17:20:00,Birnkrant - 8C,3,253.2
2026-01-19T17:30:00,Birnkrant - 8C,3,225.5
2026-01-19T17:40:00,Birnkrant - 8C,3,233.7
2026-01-19T17:50:00,Birnkrant - 8C,3,195.3
2026-01-19T18:00:00,Birnkrant - 8C,3,293.3
2026-01-19T18:10:00,Birnkrant - 8C,3,336.5
2026-01-19T18:20:00,Birnkrant - 8C,3,415.4
2026-01-19T18:30:00,Birnkrant - 8C,3,456.8
2026-01-19T18:40:00,Birnkrant - 8C,3,391.4
2026-01-19T18:50:00,Birnkrant - 8C,3,425.9
2026-01-19T19:00:00,Birnkrant - 8C,3,425.2
2026-01-19T19:10:00,Birnkrant - 8C,3,382.4
2026-01-19T19:20:00,Birnkrant - 8C,3,355.0
2026-01-19T19:30:00,Birnkrant - 8C,3,326.5
2026-01-19T19:40:00,Birnkrant - 8C,3,392.4
2026-01-19T19:50:00,Birnkrant - 8C,3,410.1
2026-01-19T20:00:00,Birnkrant - 8C,3,359.5
2026-01-19T20:10:00,Birnkrant - 8C,3,195.6
2026-01-19T20:20:00,Birnkrant - 8C,3,251.9
2026-01-19T20:30:00,Birnkrant - 8C,3,236.9
2026-01-19T20:40:00,Birnkrant - 8C,3,240.1
2026-01-19T20:50:00,Birnkrant - 8C,3,279.0
2026-01-19T21:00:00,Birnkrant - 8C,3,282.9
2026-01-19T21:10:00,Birnkrant - 8C,3,281.0
2026-01-19T21:20:00,Birnkrant - 8C,3,253.2
2026-01-19T21:30:00,Birnkrant - 8C,3,245.8
2026-01-19T21:40:00,Birnkrant - 8C,3,263.8
2026-01-19T21:50:00,Birnkrant - 8C,3,240.5
2026-01-19T22:00:00,Birnkrant - 8C,3,223.5
2026-01-19T22:10:00,Birnkrant - 8C,3,191.5
2026-01-19T22:20:00,Birnkrant - 8C,3,186.3
2026-01-19T22:30:00,Birnkrant - 8C,3,247.3
2026-01-19T22:40:00,Birnkrant - 8C,3,254.3
2026-01-19T22:50:00,Birnkrant - 8C,3,229.8
2026-01-19T23:00:00,Birnkrant - 8C,3,227.1
2026-01-19T23:10:00,Birnkrant - 8C,3,270.4
2026-01-19T23:20:00,Birnkrant - 8C,3,278.8
2026-01-19T23:30:00,Birnkrant - 8C,3,249.1
2026-01-19T23:40:00,Birnkrant - 8C,3,268.8
2026-01-19T23:50:00,Birnkrant - 8C,3,195.6
2026-01-20T00:00:00,Birnkrant - 8C,3,201.0
2026-01-20T00:10:00,Birnkrant - 8C,3,228.3
2026-01-20T00:20:00,Birnkrant - 8C,3,210.5
2026-01-20T00:30:00,Birnkrant - 8C,3,241.2
2026-01-20T00:40:00,Birnkrant - 8C,3,234.2
2026-01-20T00:50:00,Birnkrant - 8C,3,215.3
2026-01-20T01:00:00,Birnkrant - 8C,3,235.3
2026-01-20T01:10:00,Birnkrant - 8C,3,219.4
2026-01-20T01:20:00,Birnkrant - 8C,3,252.9
2026-01-20T01:30:00,Birnkrant - 8C,3,176.8
2026-01-20T01:40:00,Birnkrant - 8C,3,220.4
2026-01-20T01:50:00,Birnkrant - 8C,3,265.1
2026-01-20T02:00:00,Birnkrant - 8C,3,215.4
2026-01-20T02:10:00,Birnkrant - 8C,3,165.7
2026-01-20T02:20:00,Birnkrant - 8C,3,208.4
2026-01-20T02:30:00,Birnkrant - 8C,3,275.5
2026-01-20T02:40:00,Birnkrant - 8C,3,218.9
2026-01-20T02:50:00,Birnkrant - 8C,3,207.9
2026-01-20T03:00:00,Birnkrant - 8C,3,230.3
2026-01-20T03:10:00,Birnkrant - 8C,3,249.1
2026-01-20T03:20:00,Birnkrant - 8C,3,245.4
2026-01-20T03:30:00,Birnkrant - 8C,3,224.5
2026-01-20T03:40:00,Birnkrant - 8C,3,172.7
2026-01-20T03:50:00,Birnkrant - 8C,3,252.9
2026-01-20T04:00:00,Birnkrant - 8C,3,256.1
2026-01-20T04:10:00,Birnkrant - 8C,3,197.5
2026-01-20T04:20:00,Birnkrant - 8C,3,171.9
2026-01-20T04:30:00,Birnkrant - 8C,3,216.2
2026-01-20T04:40:00,Birnkrant - 8C,3,238.1
2026-01-20T04:50:00,Birnkrant - 8C,3,274.4
2026-01-20T05:00:00,Birnkrant - 8C,3,228.5
2026-01-20T05:10:00,Birnkrant - 8C,3,211.7
2026-01-20T05:20:00,Birnkrant - 8C,3,208.3
2026-01-20T05:30:00,Birnkrant - 8C,3,238.0
2026-01-20T05:40:00,Birnkrant - 8C,3,207.7
2026-01-20T05:50:00,Birnkrant - 8C,3,221.1
2026-01-20T06:00:00,Birnkrant - 8C,3,279.4
2026-01-20T06:10:00,Birnkrant - 8C,3,267.3
2026-01-20T06:20:00,Birnkrant - 8C,3,235.9
2026-01-20T06:30:00,Birnkrant - 8C,3,223.8
2026-01-20T06:40:00,Birnkrant - 8C,3,198.0
2026-01-20T06:50:00,Birnkrant - 8C,3,198.4
2026-01-20T07:00:00,Birnkrant - 8C,3,217.2
2026-01-20T07:10:00,Birnkrant - 8C,3,258.0
2026-01-20T07:20:00,Birnkrant - 8C,3,221.3
2026-01-20T07:30:00,Birnkrant - 8C,3,217.4
2026-01-20T07:40:00,Birnkrant - 8C,3,271.2
2026-01-20T07:50:00,Birnkrant - 8C,3,247.1
2026-01-20T08:00:00,Birnkrant - 8C,3,231.7
2026-01-20T08:10:00,Birnkrant - 8C,3,213.5
2026-01-20T08:20:00,Birnkrant - 8C,3,218.8
2026-01-20T08:30:00,Birnkrant - 8C,3,243.4
2026-01-20T08:40:00,Birnkrant - 8C,3,208.5
2026-01-20T08:50:00,Birnkrant - 8C,3,213.1
2026-01-20T09:00:00,Birnkrant - 8C,3,229.7
2026-01-20T09:10:00,Birnkrant - 8C,3,265.1
2026-01-20T09:20:00,Birnkrant - 8C,3,243.7
2026-01-20T09:30:00,Birnkrant - 8C,3,260.4
2026-01-20T09:40:00,Birnkrant - 8C,3,249.2
2026-01-20T09:50:00,Birnkrant - 8C,3,225.0
2026-01-20T10:00:00,Birnkrant - 8C,3,194.1
2026-01-20T10:10:00,Birnkrant - 8C,3,186.8
2026-01-20T10:20:00,Birnkrant - 8C,3,273.0
2026-01-20T10:30:00,Birnkrant - 8C,3,175.5
2026-01-20T10:40:00,Birnkrant - 8C,3,235.2
2026-01-20T10:50:00,Birnkrant - 8C,3,256.1
2026-01-20T11:00:00,Birnkrant - 8C,3,738.3
2026-01-20T11:10:00,Birnkrant - 8C,3,1011.2
2026-01-20T11:20:00,Birnkrant - 8C,3,1035.0
2026-01-20T11:30:00,Birnkrant - 8C,3,908.7
2026-01-20T11:40:00,Birnkrant - 8C,3,919.7
2026-01-20T11:50:00,Birnkrant - 8C,3,851.3
2026-01-20T12:00:00,Birnkrant - 8C,3,1059.4
2026-01-20T12:10:00,Birnkrant - 8C,3,972.9
2026-01-20T12:20:00,Birnkrant - 8C,3,757.7
2026-01-20T12:30:00,Birnkrant - 8C,3,871.8
2026-01-20T12:40:00,Birnkrant - 8C,3,854.7
2026-01-20T12:50:00,Birnkrant - 8C,3,753.9
2026-01-20T13:00:00,Birnkrant - 8C,3,740.7
2026-01-20T13:10:00,Birnkrant - 8C,3,1000.5
2026-01-20T13:20:00,Birnkrant - 8C,3,925.0
2026-01-20T13:30:00,Birnkrant - 8C,3,994.8
2026-01-20T13:40:00,Birnkrant - 8C,3,745.9
2026-01-20T13:50:00,Birnkrant - 8C,3,843.1
2026-01-20T14:00:00,Birnkrant - 8C,3,800.8
2026-01-20T14:10:00,Birnkrant - 8C,3,227.8
2026-01-20T14:20:00,Birnkrant - 8C,3,226.8
2026-01-20T14:30:00,Birnkrant - 8C,3,169.7
2026-01-20T14:40:00,Birnkrant - 8C,3,218.4
2026-01-20T14:50:00,Birnkrant - 8C,3,150.0
2026-01-20T15:00:00,Birnkrant - 8C,3,266.3
2026-01-20T15:10:00,Birnkrant - 8C,3,160.1
2026-01-20T15:20:00,Birnkrant - 8C,3,240.5
2026-01-20T15:30:00,Birnkrant - 8C,3,232.6
2026-01-20T15:40:00,Birnkrant - 8C,3,159.0
2026-01-20T15:50:00,Birnkrant - 8C,3,224.9
2026-01-20T16:00:00,Birnkrant - 8C,3,193.4
2026-01-20T16:10:00,Birnkrant - 8C,3,254.5
2026-01-20T16:20:00,Birnkrant - 8C,3,181.2
2026-01-20T16:30:00,Birnkrant - 8C,3,222.6
2026-01-20T16:40:00,Birnkrant - 8C,3,245.4
2026-01-20T16:50:00,Birnkrant - 8C,3,223.7
2026-01-20T17:00:00,Birnkrant - 8C,3,197.9
2026-01-20T17:10:00,Birnkrant - 8C,3,276.4
2026-01-20T17:20:00,Birnkrant - 8C,3,175.8
2026-01-20T17:30:00,Birnkrant - 8C,3,209.4
2026-01-20T17:40:00,Birnkrant - 8C,3,205.2
2026-01-20T17:50:00,Birnkrant - 8C,3,165.4
2026-01-20T18:00:00,Birnkrant - 8C,3,414.9
2026-01-20T18:10:00,Birnkrant - 8C,3,396.9
2026-01-20T18:20:00,Birnkrant - 8C,3,403.4
2026-01-20T18:30:00,Birnkrant - 8C,3,479.3
2026-01-20T18:40:00,Birnkrant - 8C,3,300.2
2026-01-20T18:50:00,Birnkrant - 8C,3,318.4
2026-01-20T19:00:00,Birnkrant - 8C,3,407.0
2026-01-20T19:10:00,Birnkrant - 8C,3,288.8
2026-01-20T19:20:00,Birnkrant - 8C,3,340.9
2026-01-20T19:30:00,Birnkrant - 8C,3,404.9
2026-01-20T19:40:00,Birnkrant - 8C,3,318.0
2026-01-20T19:50:00,Birnkrant - 8C,3,351.0
2026-01-20T20:00:00,Birnkrant - 8C,3,305.6
2026-01-20T20:10:00,Birnkrant - 8C,3,272.0
2026-01-20T20:20:00,Birnkrant - 8C,3,230.1
2026-01-20T20:30:00,Birnkrant - 8C,3,254.6
2026-01-20T20:40:00,Birnkrant - 8C,3,232.5
2026-01-20T20:50:00,Birnkrant - 8C,3,198.8
2026-01-20T21:00:00,Birnkrant - 8C,3,251.9
2026-01-20T21:10:00,Birnkrant - 8C,3,236.0
2026-01-20T21:20:00,Birnkrant - 8C,3,210.0
2026-01-20T21:30:00,Birnkrant - 8C,3,251.6
2026-01-20T21:40:00,Birnkrant - 8C,3,177.0
2026-01-20T21:50:00,Birnkrant - 8C,3,219.0
2026-01-20T22:00:00,Birnkrant - 8C,3,205.9
2026-01-20T22:10:00,Birnkrant - 8C,3,267.2
2026-01-20T22:20:00,Birnkrant - 8C,3,267.0
2026-01-20T22:30:00,Birnkrant - 8C,3,218.4
2026-01-20T22:40:00,Birnkrant - 8C,3,240.3
2026-01-20T22:50:00,Birnkrant - 8C,3,263.1
2026-01-20T23:00:00,Birnkrant - 8C,3,187.4
2026-01-20T23:10:00,Birnkrant - 8C,3,179.7
2026-01-20T23:20:00,Birnkrant - 8C,3,248.6
2026-01-20T23:30:00,Birnkrant - 8C,3,240.1
2026-01-20T23:40:00,Birnkrant - 8C,3,205.7
2026-01-20T23:50:00,Birnkrant - 8C,3,259.1
2026-01-21T00:00:00,Birnkrant - 8C,3,198.7
2026-01-21T00:10:00,Birnkrant - 8C,3,233.1
2026-01-21T00:20:00,Birnkrant - 8C,3,225.5
2026-01-21T00:30:00,Birnkrant - 8C,3,163.5
2026-01-21T00:40:00,Birnkrant - 8C,3,175.9
2026-01-21T00:50:00,Birnkrant - 8C,3,228.5
2026-01-21T01:00:00,Birnkrant - 8C,3,214.5
2026-01-21T01:10:00,Birnkrant - 8C,3,258.0
2026-01-21T01:20:00,Birnkrant - 8C,3,202.7
2026-01-21T01:30:00,Birnkrant - 8C,3,268.2
2026-01-21T01:40:00,Birnkrant - 8C,3,232.2
2026-01-21T01:50:00,Birnkrant - 8C,3,211.1
2026-01-21T02:00:00,Birnkrant - 8C,3,261.2
2026-01-21T02:10:00,Birnkrant - 8C,3,192.8
2026-01-21T02:20:00,Birnkrant - 8C,3,156.5
2026-01-21T02:30:00,Birnkrant - 8C,3,229.5
2026-01-21T02:40:00,Birnkrant - 8C,3,282.3
2026-01-21T02:50:00,Birnkrant - 8C,3,201.2
2026-01-21T03:00:00,Birnkrant - 8C,3,175.4
2026-01-21T03:10:00,Birnkrant - 8C,3,219.0
2026-01-21T03:20:00,Birnkrant - 8C,3,244.1
2026-01-21T03:30:00,Birnkrant - 8C,3,224.5
2026-01-21T03:40:00,Birnkrant - 8C,3,170.3
2026-01-21T03:50:00,Birnkrant - 8C,3,281.8
2026-01-21T04:00:00,Birnkrant - 8C,3,219.9
2026-01-21T04:10:00,Birnkrant - 8C,3,245.4
2026-01-21T04:20:00,Birnkrant - 8C,3,242.7
2026-01-21T04:30:00,Birnkrant - 8C,3,246.5
2026-01-21T04:40:00,Birnkrant - 8C,3,232.9
2026-01-21T04:50:00,Birnkrant - 8C,3,181.1
2026-01-21T05:00:00,Birnkrant - 8C,3,266.9
2026-01-21T05:10:00,Birnkrant - 8C,3,211.9
2026-01-21T05:20:00,Birnkrant - 8C,3,185.4
2026-01-21T05:30:00,Birnkrant - 8C,3,242.4
2026-01-21T05:40:00,Birnkrant - 8C,3,229.7
2026-01-21T05:50:00,Birnkrant - 8C,3,214.9
2026-01-21T06:00:00,Birnkrant - 8C,3,200.5
2026-01-21T06:10:00,Birnkrant - 8C,3,201.8
2026-01-21T06:20:00,Birnkrant - 8C,3,278.9
2026-01-21T06:30:00,Birnkrant - 8C,3,211.3
2026-01-21T06:40:00,Birnkrant - 8C,3,240.8
2026-01-21T06:50:00,Birnkrant - 8C,3,225.3
2026-01-21T07:00:00,Birnkrant - 8C,3,215.6
2026-01-21T07:10:00,Birnkrant - 8C,3,217.6
2026-01-21T07:20:00,Birnkrant - 8C,3,216.2
2026-01-21T07:30:00,Birnkrant - 8C,3,205.7
2026-01-21T07:40:00,Birnkrant - 8C,3,187.9
2026-01-21T07:50:00,Birnkrant - 8C,3,242.1
2026-01-21T08:00:00,Birnkrant - 8C,3,209.7
2026-01-21T08:10:00,Birnkrant - 8C,3,220.7
2026-01-21T08:20:00,Birnkrant - 8C,3,230.8
2026-01-21T08:30:00,Birnkrant - 8C,3,238.3
2026-01-21T08:40:00,Birnkrant - 8C,3,253.5
2026-01-21T08:50:00,Birnkrant - 8C,3,217.7
2026-01-21T09:00:00,Birnkrant - 8C,3,209.3
2026-01-21T09:10:00,Birnkrant - 8C,3,266.3
2026-01-21T09:20:00,Birnkrant - 8C,3,226.3
2026-01-21T09:30:00,Birnkrant - 8C,3,278.0
2026-01-21T09:40:00,Birnkrant - 8C,3,247.1
2026-01-21T09:50:00,Birnkrant - 8C,3,204.9
2026-01-21T10:00:00,Birnkrant - 8C,3,194.6
2026-01-21T10:10:00,Birnkrant - 8C,3,268.1
2026-01-21T10:20:00,Birnkrant - 8C,3,215.8
2026-01-21T10:30:00,Birnkrant - 8C,3,229.1
2026-01-21T10:40:00,Birnkrant - 8C,3,252.3
2026-01-21T10:50:00,Birnkrant - 8C,3,244.9
2026-01-21T11:00:00,Birnkrant - 8C,3,1077.6
2026-01-21T11:10:00,Birnkrant - 8C,3,933.4
2026-01-21T11:20:00,Birnkrant - 8C,3,835.3
2026-01-21T11:30:00,Birnkrant - 8C,3,1033.7
2026-01-21T11:40:00,Birnkrant - 8C,3,782.6
2026-01-21T11:50:00,Birnkrant - 8C,3,1141.4
2026-01-21T12:00:00,Birnkrant - 8C,3,984.6
2026-01-21T12:10:00,Birnkrant - 8C,3,1028.5
2026-01-21T12:20:00,Birnkrant - 8C,3,1040.7
2026-01-21T12:30:00,Birnkrant - 8C,3,929.0
2026-01-21T12:40:00,Birnkrant - 8C,3,835.1
2026-01-21T12:50:00,Birnkrant - 8C,3,850.2
2026-01-21T13:00:00,Birnkrant - 8C,3,828.4
2026-01-21T13:10:00,Birnkrant - 8C,3,1032.0
2026-01-21T13:20:00,Birnkrant - 8C,3,1056.2
2026-01-21T13:30:00,Birnkrant - 8C,3,732.3
2026-01-21T13:40:00,Birnkrant - 8C,3,752.8
2026-01-21T13:50:00,Birnkrant - 8C,3,730.1
2026-01-21T14:00:00,Birnkrant - 8C,3,849.2
2026-01-21T14:10:00,Birnkrant - 8C,3,224.1
2026-01-21T14:20:00,Birnkrant - 8C,3,229.3
2026-01-21T14:30:00,Birnkrant - 8C,3,235.4
2026-01-21T14:40:00,Birnkrant - 8C,3,215.4
2026-01-21T14:50:00,Birnkrant - 8C,3,233.6
2026-01-21T15:00:00,Birnkrant - 8C,3,210.0
2026-01-21T15:10:00,Birnkrant - 8C,3,252.4
2026-01-21T15:20:00,Birnkrant - 8C,3,218.0
2026-01-21T15:30:00,Birnkrant - 8C,3,271.6
2026-01-21T15:40:00,Birnkrant - 8C,3,188.3
2026-01-21T15:50:00,Birnkrant - 8C,3,195.5
2026-01-21T16:00:00,Birnkrant - 8C,3,235.4
2026-01-21T16:10:00,Birnkrant - 8C,3,172.4
2026-01-21T16:20:00,Birnkrant - 8C,3,228.4
2026-01-21T16:30:00,Birnkrant - 8C,3,175.1
2026-01-21T16:40:00,Birnkrant - 8C,3,263.3
2026-01-21T16:50:00,Birnkrant - 8C,3,169.3
2026-01-21T17:00:00,Birnkrant - 8C,3,225.3
2026-01-21T17:10:00,Birnkrant - 8C,3,232.9
2026-01-21T17:20:00,Birnkrant - 8C,3,231.1
2026-01-21T17:30:00,Birnkrant - 8C,3,210.1
2026-01-21T17:40:00,Birnkrant - 8C,3,172.4
2026-01-21T17:50:00,Birnkrant - 8C,3,222.4
2026-01-21T18:00:00,Birnkrant - 8C,3,334.6
2026-01-21T18:10:00,Birnkrant - 8C,3,398.3
2026-01-21T18:20:00,Birnkrant - 8C,3,418.8
2026-01-21T18:30:00,Birnkrant - 8C,3,394.8
2026-01-21T18:40:00,Birnkrant - 8C,3,319.9
2026-01-21T18:50:00,Birnkrant - 8C,3,352.3
2026-01-21T19:00:00,Birnkrant - 8C,3,444.4
2026-01-21T19:10:00,Birnkrant - 8C,3,411.5
2026-01-21T19:20:00,Birnkrant - 8C,3,347.9
2026-01-21T19:30:00,Birnkrant - 8C,3,384.3
2026-01-21T19:40:00,Birnkrant - 8C,3,479.9
2026-01-21T19:50:00,Birnkrant - 8C,3,295.8
2026-01-21T20:00:00,Birnkrant - 8C,3,346.4
2026-01-21T20:10:00,Birnkrant - 8C,3,248.2
2026-01-21T20:20:00,Birnkrant - 8C,3,228.7
2026-01-21T20:30:00,Birnkrant - 8C,3,214.0
2026-01-21T20:40:00,Birnkrant - 8C,3,193.9
2026-01-21T20:50:00,Birnkrant - 8C,3,278.2
2026-01-21T21:00:00,Birnkrant - 8C,3,248.1
2026-01-21T21:10:00,Birnkrant - 8C,3,258.2
2026-01-21T21:20:00,Birnkrant - 8C,3,168.1
2026-01-21T21:30:00,Birnkrant - 8C,3,193.9
2026-01-21T21:40:00,Birnkrant - 8C,3,212.3
2026-01-21T21:50:00,Birnkrant - 8C,3,233.3
2026-01-21T22:00:00,Birnkrant - 8C,3,268.5
2026-01-21T22:10:00,Birnkrant - 8C,3,250.5
2026-01-21T22:20:00,Birnkrant - 8C,3,193.6
2026-01-21T22:30:00,Birnkrant - 8C,3,244.0
2026-01-21T22:40:00,Birnkrant - 8C,3,279.5
2026-01-21T22:50:00,Birnkrant - 8C,3,197.0
2026-01-21T23:00:00,Birnkrant - 8C,3,183.6
2026-01-21T23:10:00,Birnkrant - 8C,3,175.2
2026-01-21T23:20:00,Birnkrant - 8C,3,199.6
2026-01-21T23:30:00,Birnkrant - 8C,3,239.6
2026-01-21T23:40:00,Birnkrant - 8C,3,253.1
2026-01-21T23:50:00,Birnkrant - 8C,3,190.0
2026-01-22T00:00:00,Birnkrant - 8C,3,221.7
2026-01-22T00:10:00,Birnkrant - 8C,3,158.4
2026-01-22T00:20:00,Birnkrant - 8C,3,192.1
2026-01-22T00:30:00,Birnkrant - 8C,3,214.9
2026-01-22T00:40:00,Birnkrant - 8C,3,179.4
2026-01-22T00:50:00,Birnkrant - 8C,3,203.1
2026-01-22T01:00:00,Birnkrant - 8C,3,205.8
2026-01-22T01:10:00,Birnkrant - 8C,3,225.0
2026-01-22T01:20:00,Birnkrant - 8C,3,272.1
2026-01-22T01:30:00,Birnkrant - 8C,3,252.8
2026-01-22T01:40:00,Birnkrant - 8C,3,255.7
2026-01-22T01:50:00,Birnkrant - 8C,3,197.9
2026-01-22T02:00:00,Birnkrant - 8C,3,245.8
2026-01-22T02:10:00,Birnkrant - 8C,3,188.6
2026-01-22T02:20:00,Birnkrant - 8C,3,146.9
2026-01-22T02:30:00,Birnkrant - 8C,3,211.6
2026-01-22T02:40:00,Birnkrant - 8C,3,206.1
2026-01-22T02:50:00,Birnkrant - 8C,3,163.5
2026-01-22T03:00:00,Birnkrant - 8C,3,247.2
2026-01-22T03:10:00,Birnkrant - 8C,3,224.4
2026-01-22T03:20:00,Birnkrant - 8C,3,208.5
2026-01-22T03:30:00,Birnkrant - 8C,3,179.6
2026-01-22T03:40:00,Birnkrant - 8C,3,157.4
2026-01-22T03:50:00,Birnkrant - 8C,3,226.3
2026-01-22T04:00:00,Birnkrant - 8C,3,258.8
2026-01-22T04:10:00,Birnkrant - 8C,3,200.1
2026-01-22T04:20:00,Birnkrant - 8C,3,272.8
2026-01-22T04:30:00,Birnkrant - 8C,3,201.9
2026-01-22T04:40:00,Birnkrant - 8C,3,193.3
2026-01-22T04:50:00,Birnkrant - 8C,3,211.6
2026-01-22T05:00:00,Birnkrant - 8C,3,238.8
2026-01-22T05:10:00,Birnkrant - 8C,3,227.6
2026-01-22T05:20:00,Birnkrant - 8C,3,237.9
